Rj_CleJour,Rj_Date,Rj_TypeRando,Rj_NombreParticipants,Rj_Titre,Rj_NomDuProgramme,Rj_DistanceInferieure,Rj_DistanceCalculee,Rj_DistanceSuperieure,Rj_Unite,Rj_Allure,Rj_HeureDepartAller,Rj_HeureChgtArriveeAller,Rj_HeureChgtDepartAller,Rj_HeureArriveeAller,Rj_HeureDepartRetour,Rj_HeureChgtArriveeRetour,Rj_HeureChgtDepartRetour,Rj_HeureArriveeRetour,Rj_AllerGareDepart,Rj_AllerChangementNb,Rj_AllerGareArrivee,Rj_Itineraire,Rj_RetourGareDepart,Rj_RetourChangementNb,Rj_RetourGareArrivee,Rj_MultiDates,Rj_HorairesVerification,Rj_Commentaires,Rj_Efface,Rj_SyncLocal,Rj_SyncDistant
31018,2016-08-02,Journée,0,,Franck Tatibouet,17,17,17,1,2,1999/12/30 09:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:48:00,1999/12/30 16:48:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:12:00,Paris Est,,Longueville (zone 5),"Septveilles le Bas, les Grattons, Chalautre la Petite.",Provins (zone 5),,Paris Est,,,IGN 2616 O.,Y,,
